Country,Observation_Year,CovidPeriod,Online_Learning_Users (%),Average_Screen_Time (Hours),DeviceUsage(%),Preferred_Learning_Platform
China,2024,After,34,4.6,60-30-10,Tencent Classroom
South Africa,2023,After,26,,60-30-10,Tencent Classroom
Russia,2024,After,70,1.1,60-30-10,Coursera
UK,2017,Before,83,3.7,60-30-10,OpenLearning
South Africa,2023,After,75,1.9,60-30-10,FutureLearn
Australia,2018,Before,84,2.5,60-30-10,Udemy
Mexico,2019,Before,66,0.9,60-30-10,FutureLearn
Italy,2019,Before,78,3.2,60-30-10,Alura
Italy,2023,After,79,1.5,60-30-10,OpenLearning
UK,2021,During,32,3.9,60-30-10,Coursera
Italy,2017,Before,12,0.9,60-30-10,Alura
South Africa,2019,Before,49,1.4,60-30-10,FutureLearn
Germany,2023,After,10,4.1,60-30-10,OpenLearning
South Korea,2019,Before,53,5.2,60-30-10,LinkedIn Learning
Germany,2022,After,10,2.5,60-30-10,Unacademy
UK,2020,During,13,1.9,60-30-10,OpenLearning
South Korea,2017,Before,69,0.8,60-30-10,LinkedIn Learning
Mexico,2023,After,27,3.3,60-30-10,FutureLearn
Australia,2017,Before,27,1.3,60-30-10,LinkedIn Learning
Italy,2021,During,21,0.6,60-30-10,Alura
Mexico,2019,Before,11,1.7,60-30-10,Tencent Classroom
Mexico,2023,After,82,1.8,60-30-10,Unacademy
France,2022,After,62,3.7,60-30-10,Alura
Germany,2023,After,37,0.6,60-30-10,Unacademy
UK,2023,After,52,5.4,60-30-10,FutureLearn
South Korea,2020,During,69,2.6,60-30-10,Skillshare
Australia,2020,During,68,4.0,60-30-10,OpenLearning
South Korea,2022,After,76,1.9,60-30-10,Unacademy
UK,2022,After,41,2.1,60-30-10,Alura
UK,2021,During,45,1.0,40-50-10,FutureLearn
UK,2018,Before,80,1.2,60-30-10,Udemy
Japan,2022,After,27,5.1,60-30-10,Udemy
Russia,2022,After,68,3.9,60-30-10,Udemy
South Korea,2024,After,75,5.5,60-30-10,Skillshare
Russia,2020,During,84,3.3,60-30-10,Coursera
China,2024,After,39,4.2,60-30-10,FutureLearn
UK,2024,After,35,4.7,60-30-10,Alura
Brazil,2021,During,25,,60-30-10,LinkedIn Learning
Russia,2017,Before,55,5.2,60-30-10,Alura
Mexico,2017,Before,35,3.9,60-30-10,Tencent Classroom
Mexico,2018,Before,70,2.9,60-30-10,Coursera
Japan,2023,After,64,3.4,60-30-10,Tencent Classroom
Australia,2024,After,82,4.3,60-30-10,Alura
Brazil,2018,Before,62,3.5,60-30-10,LinkedIn Learning
China,2019,Before,75,2.2,60-30-10,Tencent Classroom
UK,2017,Before,46,2.0,60-30-10,FutureLearn
China,2019,Before,70,0.7,60-30-10,Skillshare
Australia,2024,After,48,1.3,60-30-10,FutureLearn
Russia,2022,After,66,1.9,60-30-10,OpenLearning
South Korea,2018,Before,63,2.9,60-30-10,Udemy
Brazil,2022,After,28,2.0,60-30-10,Alura
Japan,2017,Before,39,0.6,60-30-10,OpenLearning
Italy,2020,During,83,2.7,60-30-10,Unacademy
Brazil,2020,During,64,0.9,60-30-10,OpenLearning
Italy,2024,After,61,4.4,60-30-10,FutureLearn
UK,2022,After,28,5.4,60-30-10,Coursera
Australia,2021,During,29,3.3,60-30-10,LinkedIn Learning
Italy,2019,Before,52,3.2,60-30-10,LinkedIn Learning
Brazil,2019,Before,49,N/A,60-30-10,LinkedIn Learning
China,2018,Before,22,3.4,60-30-10,Alura
China,2023,After,89,3.1,60-30-10,Coursera
South Africa,2023,After,29,2.1,60-30-10,OpenLearning
China,2024,After,50,1.3,60-30-10,Udemy
Italy,2018,Before,75,2.7,60-30-10,Coursera
Brazil,2022,After,75,3.0,60-30-10,FutureLearn
South Africa,2022,After,67,5.3,60-30-10,Udemy
Mexico,2024,After,66,5.5,60-30-10,Coursera
Mexico,2017,Before,70,2.3,60-30-10,LinkedIn Learning
Germany,2017,Before,47,2.3,60-30-10,Alura
France,2017,Before,25,0.7,60-30-10,FutureLearn
Japan,2024,After,83,1.4,60-30-10,FutureLearn
Mexico,2018,Before,30,4.8,60-30-10,
Australia,2022,After,60,2.5,60-30-10,Alura
France,2019,Before,14,1.8,N/A,Alura
Germany,2020,During,19,5.3,60-30-10,Skillshare
Germany,2022,After,47,1.1,60-30-10,LinkedIn Learning
China,2023,After,49,1.1,60-30-10,FutureLearn
China,2023,After,33,1.9,60-30-10,FutureLearn
South Korea,2020,During,78,2.0,60-30-10,Alura
Australia,2019,Before,43,4.7,60-30-10,Coursera
Germany,2018,Before,22,5.4,60-30-10,LinkedIn Learning
China,2020,During,47,2.2,60-30-10,LinkedIn Learning
Mexico,2018,Before,36,1.0,,Unacademy
Japan,2019,Before,10,3.5,60-30-10,Alura
China,2022,After,17,3.7,60-30-10,Unacademy
Germany,2017,Before,68,2.3,60-30-10,OpenLearning
Japan,2022,After,48,3.1,60-30-10,Coursera
Germany,2022,After,35,N/A,60-30-10,Tencent Classroom
Germany,2017,Before,21,2.1,60-30-10,Alura
South Korea,2019,Before,89,2.5,60-30-10,Tencent Classroom
Germany,2023,After,45,2.9,60-30-10,Skillshare
UK,2017,Before,64,4.1,60-30-10,Alura
Japan,2020,During,13,1.3,60-30-10,LinkedIn Learning
Japan,2018,Before,18,2.0,60-30-10,FutureLearn
South Korea,2020,During,88,3.8,60-30-10,FutureLearn
Brazil,2021,During,20,4.8,60-30-10,OpenLearning
Russia,2017,Before,55,2.2,60-30-10,Udemy
Australia,2019,Before,60,1.6,60-30-10,Unacademy
South Africa,2020,During,41,3.4,60-30-10,FutureLearn
Italy,2019,Before,86,4.8,60-30-10,Unacademy
Mexico,2020,During,60,1.9,60-30-10,Alura
France,2019,Before,30,2.4,60-30-10,Udemy
UK,2023,After,51,1.0,60-30-10,LinkedIn Learning
UK,2020,During,81,3.6,60-30-10,Udemy
Russia,2018,Before,44,2.5,60-30-10,Skillshare
Australia,2024,After,41,2.1,60-30-10,Unacademy
South Africa,2023,After,48,4.0,60-30-10,Coursera
China,2021,During,61,4.9,60-30-10,FutureLearn
Australia,2021,During,62,5.1,60-30-10,Tencent Classroom
Russia,2020,During,43,3.3,60-30-10,FutureLearn
Japan,2020,During,31,4.9,60-30-10,Unacademy
Mexico,2020,During,25,4.4,60-30-10,Udemy
Australia,2020,During,28,2.4,60-30-10,Tencent Classroom
China,2024,After,62,4.8,60-30-10,Udemy
Mexico,2019,Before,29,4.1,60-30-10,OpenLearning
South Korea,2017,Before,16,2.0,60-30-10,Skillshare
Russia,2024,After,61,5.5,60-30-10,Alura
Russia,2018,Before,17,3.6,60-30-10,OpenLearning
Australia,2019,Before,48,1.4,60-30-10,Udemy
Italy,2024,After,62,4.5,60-30-10,Alura
Italy,2021,During,69,4.6,60-30-10,Tencent Classroom
Russia,2017,Before,34,4.0,60-30-10,OpenLearning
Mexico,2019,Before,88,5.0,60-30-10,Tencent Classroom
South Korea,2018,Before,48,4.9,60-30-10,Udemy
Australia,2024,After,46,1.8,60-30-10,Coursera
China,2019,Before,52,4.5,60-30-10,Alura
Brazil,2024,After,16,2.4,60-30-10,OpenLearning
France,2024,After,41,1.4,60-30-10,Skillshare
UK,2023,After,54,2.1,60-30-10,Udemy
China,2019,Before,66,3.3,60-30-10,LinkedIn Learning
Italy,2022,After,82,4.4,60-30-10,FutureLearn
Brazil,2017,Before,39,2.7,60-30-10,FutureLearn
France,2017,Before,N/A,3.0,60-30-10,Alura
China,2019,Before,27,3.6,60-30-10,FutureLearn
UK,2018,Before,12,1.6,60-30-10,Unacademy
Germany,2021,During,74,0.6,60-30-10,Alura
Mexico,2024,After,29,1.5,60-30-10,FutureLearn
South Africa,2017,Before,19,3.2,40-50-10,Skillshare
Italy,2024,After,44,3.7,60-30-10,Tencent Classroom
China,2024,After,38,2.2,60-30-10,Alura
France,2024,After,35,3.3,60-30-10,Alura
Australia,2017,Before,28,2.2,60-30-10,Skillshare
China,2020,During,58,2.6,60-30-10,Coursera
South Korea,2022,After,44,3.1,60-30-10,Skillshare
South Africa,2024,After,27,2.6,60-30-10,Skillshare
UK,2019,Before,75,2.1,60-30-10,Unacademy
Japan,2018,Before,57,1.6,60-30-10,Tencent Classroom
France,2020,During,40,2.7,60-30-10,Tencent Classroom
Japan,2023,After,85,5.4,60-30-10,OpenLearning
Mexico,2021,During,67,3.5,60-30-10,LinkedIn Learning
Australia,2020,During,61,1.6,60-30-10,Coursera
Italy,2019,Before,77,2.0,,Coursera
Italy,2020,During,66,2.8,60-30-10,N/A
China,2021,During,40,3.8,60-30-10,Coursera
UK,2022,After,50,3.5,60-30-10,OpenLearning
France,2023,After,83,1.1,60-30-10,LinkedIn Learning
France,2022,After,57,2.3,60-30-10,Tencent Classroom
Japan,2024,After,52,3.1,60-30-10,Skillshare
Australia,2020,During,76,4.5,60-30-10,FutureLearn
South Africa,2022,After,21,3.0,60-30-10,FutureLearn
Italy,2017,Before,21,4.9,60-30-10,Unacademy
South Korea,2018,Before,79,3.0,60-30-10,Udemy
Italy,2022,After,26,3.7,60-30-10,Coursera
Germany,2021,During,32,3.7,60-30-10,LinkedIn Learning
Japan,2024,After,30,2.3,60-30-10,OpenLearning
Russia,2023,After,71,4.5,60-30-10,OpenLearning
South Africa,2018,Before,36,3.9,60-30-10,Alura
Germany,2020,During,73,3.8,60-30-10,OpenLearning
South Korea,2017,Before,39,1.1,60-30-10,Tencent Classroom
Australia,2020,During,73,4.5,60-30-10,Skillshare
Mexico,2017,Before,84,1.4,60-30-10,Udemy
France,2019,Before,43,4.1,N/A,Coursera
South Africa,2020,During,66,2.3,60-30-10,Unacademy
Japan,2018,Before,87,2.8,60-30-10,Udemy
Germany,2024,After,10,2.5,60-30-10,FutureLearn
Russia,2019,Before,28,2.5,60-30-10,Udemy
UK,2017,Before,21,3.8,60-30-10,Skillshare
South Korea,2024,After,48,2.5,60-30-10,Coursera
France,2021,During,37,1.2,60-30-10,FutureLearn
France,2022,After,39,3.9,60-30-10,FutureLearn
Japan,2017,Before,20,5.5,60-30-10,Udemy
South Korea,2019,Before,70,3.2,60-30-10,FutureLearn
Germany,2019,Before,12,4.7,60-30-10,OpenLearning
Japan,2022,After,32,1.2,60-30-10,Udemy
Japan,2019,Before,52,5.4,60-30-10,OpenLearning
Mexico,2021,During,84,4.5,60-30-10,OpenLearning
France,2019,Before,13,3.4,60-30-10,OpenLearning
Russia,2022,After,82,2.7,60-30-10,Skillshare
Brazil,2022,After,60,1.1,60-30-10,Skillshare
Russia,2017,Before,82,3.0,60-30-10,OpenLearning
South Africa,2024,After,70,3.3,60-30-10,Alura
UK,2017,Before,13,4.5,60-30-10,Unacademy
Russia,2020,During,86,1.6,60-30-10,Alura
South Africa,2018,Before,68,3.2,60-30-10,LinkedIn Learning
Japan,2023,After,88,1.4,60-30-10,LinkedIn Learning
South Africa,2019,Before,39,0.5,60-30-10,Udemy
Japan,2023,After,64,3.1,60-30-10,Alura
Italy,2017,Before,17,2.6,60-30-10,Alura
Japan,2020,During,42,0.7,60-30-10,FutureLearn
Russia,2017,Before,38,3.5,60-30-10,OpenLearning
Mexico,2023,After,32,5.0,60-30-10,Tencent Classroom
Japan,2023,After,90,2.2,60-30-10,Coursera
Germany,2020,During,27,2.1,60-30-10,FutureLearn
Mexico,2023,After,N/A,2.4,60-30-10,Skillshare
China,2017,Before,84,3.0,N/A,Coursera
France,2024,After,71,1.8,60-30-10,Coursera
Italy,2020,During,59,3.8,60-30-10,LinkedIn Learning
Germany,2023,After,50,4.8,60-30-10,LinkedIn Learning
Japan,2019,Before,70,1.5,60-30-10,FutureLearn
Australia,2024,After,62,4.2,60-30-10,Alura
Australia,2020,During,80,5.0,60-30-10,Tencent Classroom
Germany,2023,After,27,5.1,60-30-10,FutureLearn
UK,2020,During,32,4.3,60-30-10,Coursera
Japan,2017,Before,25,2.4,60-30-10,OpenLearning
Italy,2022,After,89,3.5,60-30-10,Coursera
South Korea,2018,Before,26,2.4,60-30-10,Skillshare
France,2022,After,88,1.4,60-30-10,LinkedIn Learning
South Africa,2018,Before,85,4.0,60-30-10,Tencent Classroom
UK,2023,After,42,2.2,60-30-10,Udemy
France,2017,Before,73,3.1,60-30-10,Tencent Classroom
Italy,2023,After,64,2.9,60-30-10,FutureLearn
UK,2018,Before,66,5.2,60-30-10,Udemy
Italy,2020,During,58,4.6,60-30-10,Coursera
Mexico,2021,During,58,5.5,60-30-10,OpenLearning
Italy,2019,Before,30,4.1,60-30-10,Coursera
Japan,2023,After,41,2.1,60-30-10,Udemy
Italy,2021,During,64,5.2,60-30-10,Alura
China,2023,After,47,4.7,60-30-10,Alura
Germany,2020,During,78,2.2,60-30-10,Alura
Australia,2020,During,81,1.4,60-30-10,OpenLearning
Australia,2021,During,73,4.6,60-30-10,Alura
Brazil,2024,After,27,1.4,60-30-10,LinkedIn Learning
South Korea,2021,During,65,2.6,60-30-10,OpenLearning
Mexico,2018,Before,87,2.0,60-30-10,Alura
Australia,2021,During,16,4.2,60-30-10,Udemy
South Korea,2017,Before,37,2.8,60-30-10,Udemy
Brazil,2021,During,86,5.4,60-30-10,Skillshare
UK,2017,Before,13,0.9,60-30-10,Coursera
South Korea,2022,After,58,4.3,60-30-10,
South Korea,2024,After,20,4.0,60-30-10,Alura
Russia,2022,After,16,1.6,60-30-10,LinkedIn Learning
Australia,2022,After,52,2.6,60-30-10,Skillshare
China,2024,After,10,2.4,60-30-10,LinkedIn Learning
China,2023,After,52,3.5,60-30-10,Unacademy
South Korea,2019,Before,14,2.1,60-30-10,LinkedIn Learning
China,2021,During,68,1.0,40-50-10,FutureLearn
South Africa,2024,After,41,1.7,60-30-10,FutureLearn
Brazil,2022,After,54,5.2,60-30-10,FutureLearn
Italy,2018,Before,43,2.1,60-30-10,Tencent Classroom
Brazil,2022,After,37,1.6,60-30-10,Alura
France,2023,After,74,1.6,60-30-10,FutureLearn
Japan,2023,After,48,4.8,60-30-10,LinkedIn Learning
South Korea,2019,Before,65,1.9,60-30-10,Tencent Classroom
Mexico,2017,Before,87,0.9,60-30-10,FutureLearn
Mexico,2024,After,22,2.4,60-30-10,Skillshare
South Korea,2024,After,66,3.3,60-30-10,FutureLearn
Japan,2017,Before,20,2.1,60-30-10,Skillshare
Japan,2023,After,69,2.9,60-30-10,OpenLearning
Mexico,2024,After,22,1.3,60-30-10,Udemy
France,2017,Before,25,4.3,60-30-10,OpenLearning
South Africa,2024,After,68,4.8,60-30-10,Alura
Germany,2024,After,52,4.0,60-30-10,OpenLearning
South Korea,2021,During,36,1.4,60-30-10,Alura
China,2021,During,N/A,0.9,60-30-10,Unacademy
Brazil,2022,After,32,4.8,60-30-10,Tencent Classroom
Australia,2019,Before,47,1.7,60-30-10,OpenLearning
Brazil,2020,During,18,4.7,60-30-10,Udemy
Italy,2024,After,87,3.4,60-30-10,Udemy
Brazil,2024,After,34,5.3,60-30-10,FutureLearn
South Africa,2023,After,56,1.0,60-30-10,LinkedIn Learning
Mexico,2017,Before,49,5.0,60-30-10,Tencent Classroom
France,2020,During,11,2.7,60-30-10,Skillshare
Brazil,2023,After,57,1.6,60-30-10,LinkedIn Learning
South Korea,2018,Before,56,5.2,60-30-10,Alura
France,2021,During,60,5.3,60-30-10,Alura
Australia,2023,After,47,1.2,60-30-10,Alura
Mexico,2019,Before,51,2.8,60-30-10,FutureLearn
Russia,2020,During,42,3.1,60-30-10,Tencent Classroom
Japan,2022,After,18,2.4,60-30-10,Skillshare
Australia,2022,After,10,3.3,60-30-10,FutureLearn
Italy,2019,Before,56,3.9,60-30-10,OpenLearning
Russia,2018,Before,82,1.8,60-30-10,FutureLearn
Germany,2020,During,86,1.5,60-30-10,LinkedIn Learning
France,2020,During,63,4.8,60-30-10,LinkedIn Learning
France,2020,During,86,2.9,60-30-10,Tencent Classroom
Russia,2018,Before,85,4.6,60-30-10,Coursera
UK,2019,Before,51,0.5,60-30-10,Coursera
Japan,2024,After,22,2.4,60-30-10,FutureLearn
Russia,2023,After,78,3.5,60-30-10,FutureLearn
Germany,2018,Before,69,0.8,60-30-10,Udemy
Italy,2022,After,60,N/A,60-30-10,OpenLearning
Russia,2022,After,24,3.9,60-30-10,Skillshare
Germany,2017,Before,71,4.7,60-30-10,Unacademy
Russia,2018,Before,59,5.5,60-30-10,LinkedIn Learning
Russia,2021,During,10,5.0,60-30-10,FutureLearn
UK,2017,Before,78,1.9,60-30-10,LinkedIn Learning
Mexico,2023,After,60,5.3,60-30-10,Coursera
South Africa,2023,After,22,2.9,60-30-10,Tencent Classroom
Mexico,2019,Before,52,3.7,60-30-10,OpenLearning
UK,2018,Before,46,2.8,60-30-10,OpenLearning
South Korea,2022,After,63,1.4,60-30-10,LinkedIn Learning
South Korea,2017,Before,38,3.4,60-30-10,LinkedIn Learning
South Korea,2023,After,80,5.3,60-30-10,OpenLearning
Australia,2017,Before,78,5.3,60-30-10,LinkedIn Learning
Germany,2023,After,15,1.6,60-30-10,Alura
Brazil,2017,Before,76,4.5,60-30-10,OpenLearning
Germany,2018,Before,82,2.3,60-30-10,OpenLearning
Italy,2023,After,36,3.3,60-30-10,OpenLearning
Russia,2021,During,84,4.6,60-30-10,LinkedIn Learning
UK,2019,Before,38,3.8,60-30-10,Skillshare
Australia,2023,After,57,5.1,60-30-10,Tencent Classroom
Germany,2017,Before,77,2.5,60-30-10,Udemy
Brazil,2024,After,25,1.0,60-30-10,FutureLearn
South Korea,2019,Before,19,4.9,60-30-10,LinkedIn Learning
Mexico,2017,Before,17,2.0,60-30-10,Unacademy
France,2023,After,54,0.6,60-30-10,FutureLearn
Italy,2022,After,51,0.9,60-30-10,LinkedIn Learning
Germany,2017,Before,79,2.5,60-30-10,Tencent Classroom
China,2020,During,42,4.8,60-30-10,Alura
Brazil,2018,Before,22,1.4,60-30-10,Unacademy
South Korea,2019,Before,83,2.6,60-30-10,Unacademy
France,2019,Before,45,2.9,60-30-10,FutureLearn
South Africa,2017,Before,70,5.3,60-30-10,Unacademy
Mexico,2018,Before,76,1.8,60-30-10,Skillshare
France,2024,After,33,5.3,60-30-10,Skillshare
Japan,2019,Before,52,0.8,60-30-10,FutureLearn
Japan,2022,After,20,5.4,60-30-10,Udemy
UK,2019,Before,50,5.4,60-30-10,Skillshare
Brazil,2019,Before,15,0.7,60-30-10,FutureLearn
China,2021,During,54,3.7,60-30-10,Tencent Classroom
Germany,2020,During,28,0.7,60-30-10,Coursera
Brazil,2020,During,87,0.7,60-30-10,FutureLearn
Australia,2017,Before,66,3.7,60-30-10,Unacademy
Australia,2023,After,N/A,4.0,60-30-10,Coursera
Japan,2018,Before,67,3.3,60-30-10,FutureLearn
Brazil,2019,Before,84,1.6,60-30-10,OpenLearning
UK,2020,During,84,4.5,60-30-10,Coursera
Germany,2019,Before,79,0.8,60-30-10,Udemy
China,2021,During,65,3.4,50-40-10,Udemy
Italy,2023,After,59,1.5,60-30-10,Udemy
Germany,2023,After,26,2.2,60-30-10,LinkedIn Learning
Japan,2020,During,31,3.8,60-30-10,Udemy
UK,2021,During,32,3.5,60-30-10,Udemy
Japan,2023,After,46,2.9,60-30-10,LinkedIn Learning
Brazil,2019,Before,30,0.8,60-30-10,OpenLearning
Australia,2024,After,18,3.1,60-30-10,FutureLearn
France,2022,After,53,1.2,60-30-10,LinkedIn Learning
France,2017,Before,44,2.1,60-30-10,Udemy
Brazil,2019,Before,83,5.0,60-30-10,Coursera
France,2021,During,65,2.2,60-30-10,LinkedIn Learning
Mexico,2019,Before,87,3.1,60-30-10,Udemy
Brazil,2020,During,88,5.1,60-30-10,Coursera
Brazil,2019,Before,59,4.8,60-30-10,OpenLearning
Russia,2023,After,31,0.6,60-30-10,OpenLearning
South Korea,2022,After,36,3.0,60-30-10,Coursera
Australia,2018,Before,20,3.9,60-30-10,Udemy
Mexico,2021,During,65,2.1,60-30-10,LinkedIn Learning
Germany,2023,After,67,3.0,60-30-10,Udemy
Germany,2019,Before,86,4.0,60-30-10,Alura
Brazil,2021,During,20,1.0,60-30-10,FutureLearn
Mexico,2020,During,76,0.5,60-30-10,Coursera
France,2022,After,28,2.3,60-30-10,FutureLearn
Mexico,2020,During,16,1.4,60-30-10,Coursera
Australia,2017,Before,43,4.2,60-30-10,OpenLearning
South Africa,2018,Before,45,,60-30-10,FutureLearn
Australia,2020,During,37,1.0,60-30-10,OpenLearning
Mexico,2017,Before,18,1.4,60-30-10,OpenLearning
South Africa,2019,Before,81,3.0,60-30-10,LinkedIn Learning
France,2021,During,52,3.2,40-50-10,Tencent Classroom
China,2024,After,66,1.5,60-30-10,
Japan,2020,During,23,2.2,60-30-10,Unacademy
Italy,2020,During,59,4.7,60-30-10,OpenLearning
France,2018,Before,64,3.7,60-30-10,Coursera
China,2023,After,50,3.7,60-30-10,Udemy
Mexico,2021,During,33,1.3,60-30-10,Tencent Classroom
France,2022,After,51,3.6,50-40-10,Unacademy
China,2019,Before,56,2.4,60-30-10,Coursera
South Korea,2021,During,46,1.0,60-30-10,Skillshare
Mexico,2022,After,75,2.5,60-30-10,Tencent Classroom
Germany,2017,Before,46,3.4,60-30-10,OpenLearning
Italy,2020,During,30,2.6,60-30-10,Alura
France,2018,Before,67,5.0,60-30-10,OpenLearning
Australia,2021,During,29,2.0,60-30-10,FutureLearn
Japan,2021,During,68,4.7,50-40-10,FutureLearn
Italy,2021,During,67,3.0,60-30-10,LinkedIn Learning
UK,2018,Before,87,3.4,60-30-10,Tencent Classroom
Germany,2024,After,76,4.1,60-30-10,Udemy
UK,2018,Before,50,3.6,60-30-10,OpenLearning
South Korea,2018,Before,90,2.1,60-30-10,Coursera
Italy,2024,After,69,0.7,60-30-10,Alura
Mexico,2021,During,18,2.4,60-30-10,Alura
France,2023,After,62,4.4,60-30-10,LinkedIn Learning
South Africa,2024,After,63,2.3,60-30-10,Unacademy
Brazil,2022,After,11,4.6,,Tencent Classroom
Russia,2023,After,87,3.3,60-30-10,Udemy
UK,2020,During,54,2.7,60-30-10,Coursera
Australia,2024,After,41,1.9,60-30-10,OpenLearning
South Africa,2017,Before,27,3.7,60-30-10,Unacademy
Mexico,2019,Before,65,4.1,60-30-10,Tencent Classroom
Russia,2020,During,40,1.9,60-30-10,Unacademy
South Africa,2017,Before,57,1.2,60-30-10,Coursera
Germany,2021,During,83,2.5,60-30-10,Skillshare
Japan,2021,During,50,4.1,60-30-10,Udemy
Italy,2018,Before,80,1.6,60-30-10,FutureLearn
Italy,2017,Before,85,1.8,60-30-10,FutureLearn
South Korea,2018,Before,72,5.5,60-30-10,Tencent Classroom
Australia,2023,After,62,N/A,60-30-10,FutureLearn
Italy,2021,During,23,5.4,60-30-10,Unacademy
South Korea,2020,During,26,2.8,60-30-10,Unacademy
Italy,2017,Before,63,1.5,60-30-10,Alura
Mexico,2021,During,,4.3,60-30-10,Skillshare
South Africa,2017,Before,87,1.8,60-30-10,Udemy
Mexico,2019,Before,54,0.9,60-30-10,Coursera
Italy,2019,Before,32,5.3,60-30-10,Udemy
South Korea,2017,Before,59,2.8,60-30-10,FutureLearn
UK,2024,After,88,0.6,60-30-10,Tencent Classroom
Mexico,2024,After,62,4.9,60-30-10,Alura
Germany,2018,Before,26,0.6,60-30-10,Unacademy
South Africa,2020,During,62,1.9,50-40-10,Alura
Russia,2021,During,85,3.7,60-30-10,Udemy
China,2017,Before,15,1.8,60-30-10,LinkedIn Learning
France,2017,Before,72,2.2,60-30-10,Unacademy
Italy,2024,After,70,4.3,60-30-10,LinkedIn Learning
UK,2024,After,35,0.6,60-30-10,Coursera
UK,2020,During,26,4.8,60-30-10,Alura
Germany,2020,During,79,4.7,60-30-10,OpenLearning
Mexico,2019,Before,86,1.4,60-30-10,FutureLearn
South Korea,2017,Before,61,2.1,60-30-10,FutureLearn
Japan,2020,During,34,3.2,60-30-10,Alura
Germany,2022,After,89,1.2,60-30-10,FutureLearn
France,2019,Before,14,1.7,60-30-10,Udemy
Russia,2023,After,60,1.4,60-30-10,FutureLearn
China,2024,After,86,3.5,60-30-10,Tencent Classroom
China,2017,Before,27,2.6,60-30-10,Coursera
Mexico,2021,During,89,4.2,60-30-10,LinkedIn Learning
South Africa,2019,Before,52,1.7,60-30-10,Unacademy
Australia,2018,Before,12,4.5,60-30-10,Alura
Germany,2023,After,89,0.6,60-30-10,Alura
Australia,2023,After,49,3.8,60-30-10,Unacademy
UK,2024,After,82,1.0,60-30-10,FutureLearn
Russia,2024,After,87,1.9,60-30-10,Alura
Brazil,2017,Before,32,3.5,60-30-10,Udemy
Australia,2023,After,17,5.4,60-30-10,Skillshare
